,dolc_IFNG_z,dolc_IL2_z,schmidt_signed,schmidt_dir,schmidt_causal,schmidt_integrated,direction,integrated_score
ADAT1,-0.5800269854367125,0.2984211560031232,-0.5800269854367125,driver_antagonize,0.5800269854367125,0.21848913043478263,driver_antagonize,0.2801606864274571
ADD1,1.051063629060199,1.2481129132440982,1.051063629060199,brake_agonize,1.2481129132440982,0.36890217391304353,brake_agonize,0.17814300572022884
ADGRG5,0.039706528135309,-0.5681966276076855,0.039706528135309,brake_agonize,0.5681966276076855,0.33510217391304353,driver_antagonize,0.5519451898075923
ADH5,-0.7495082514184253,-0.6771857259810452,-0.7495082514184253,driver_antagonize,0.7495082514184253,0.26671739130434785,driver_antagonize,0.34858502340093606
ADHFE1,-0.4037027752310874,-0.1590726050932644,-0.4037027752310874,driver_antagonize,0.4037027752310874,0.1660108695652174,driver_antagonize,0.28758658346333854
ADI1,-0.2415294048757806,-0.498722764335314,-0.2415294048757806,driver_antagonize,0.498722764335314,0.19280434782608696,driver_antagonize,0.15020748829953198
ADIPOR2,-0.7884889048726812,-0.03406446860087,-0.7884889048726812,driver_antagonize,0.7884889048726812,0.27706521739130435,brake_agonize,0.37634373374935
AEN,-0.6040628557765468,-0.2283377719515277,-0.6040628557765468,driver_antagonize,0.6040628557765468,0.3760142895593999,driver_antagonize,0.2859242637844558
AFAP1L2,-0.4146022977466734,-0.9863437182627736,-0.4146022977466734,driver_antagonize,0.9863437182627736,0.32658695652173914,driver_antagonize,0.3719235569422777
AFDN,-0.2300885528417712,-0.67816007123558,-0.2300885528417712,driver_antagonize,0.67816007123558,0.2502717391304348,driver_antagonize,0.1883978159126365
AFF4,0.2672907747081462,0.4908735969578627,0.2672907747081462,brake_agonize,0.4908735969578627,0.19021739130434784,driver_antagonize,0.39703016120644824
AFTPH,0.3706706943187043,-1.2302160934305046,0.3706706943187043,brake_agonize,1.2302160934305046,0.3657608695652174,brake_agonize,0.36184555382215294
AGFG2,0.8688653092502607,-0.236139220211944,0.8688653092502607,brake_agonize,0.8688653092502607,0.29960869565217396,brake_agonize,0.166473738949558
AGMAT,0.2209232349291175,0.0658291524889353,0.2209232349291175,brake_agonize,0.2209232349291175,0.12147826086956523,driver_antagonize,0.2048408736349454
AGO1,0.4460448668795054,0.6556296540389791,0.4460448668795054,brake_agonize,0.6556296540389791,0.421297439240555,driver_antagonize,0.3212637452841011
AGPAT2,0.2126724919573698,0.4740905197480276,0.2126724919573698,brake_agonize,0.4740905197480276,0.2759222765256045,driver_antagonize,0.35544058464923384
AHCYL1,-0.4039906645637973,0.3200050512310483,-0.4039906645637973,driver_antagonize,0.4039906645637973,0.16638043478260872,brake_agonize,0.39950546021840877
AHNAK,1.3711300456871094,-1.7412532089102608,1.3711300456871094,brake_agonize,1.7412532089102608,0.4125108695652174,brake_agonize,0.20678575143005723
AHRR,1.746305859021001,0.7416273869593901,1.746305859021001,brake_agonize,1.746305859021001,0.4128804347826088,brake_agonize,0.3607847113884555
AIMP1,-0.5082307141737823,-0.4633152039591817,-0.5082307141737823,driver_antagonize,0.5082307141737823,0.33720872967020904,brake_agonize,0.39682365426719296
AIMP2,0.7712390130376113,-0.4300477812998749,0.7712390130376113,brake_agonize,0.7712390130376113,0.27207608695652175,brake_agonize,0.3685642225689028
AKAP1,-1.3441936797256984,0.0864410844526155,-1.3441936797256984,driver_antagonize,1.3441936797256984,0.379804347826087,brake_agonize,0.15604212168486742
AKAP10,1.836345255741691,0.1772149031832301,1.836345255741691,brake_agonize,1.836345255741691,0.4182391304347826,brake_agonize,0.2400254810192408
AKAP5,-0.9971401362417592,-0.4941140490465864,-0.9971401362417592,driver_antagonize,0.9971401362417592,0.32954347826086955,driver_antagonize,0.42779459178367135
