target_gene,ensembl_id,direction,peak_condition,abs_emp_z,genetics_autoimmune,genetics_tier,primary_class,suggested_modality,is_druggable,n_drugs,drug_stages,max_drug_stage,novelty_class,in_paper_noms
PRKD2,ENSG00000105287,brake_agonize,Stim48hr,2.9919908,0.4406723299527147,moderate,enzyme,small molecule,True,,,,not_assessed,False
PRKX,ENSG00000183943,driver_antagonize,Stim48hr,4.389834,0.5418464986406509,strong,kinase,small molecule,True,0.0,,,novel_undrugged,False
PRPF39,ENSG00000185246,brake_agonize,Stim48hr,3.7190015,0.0,none,,undetermined,False,,,,not_assessed,False
PRPSAP1,ENSG00000161542,driver_antagonize,Stim8hr,3.0733058,0.0,none,,undetermined,False,,,,not_assessed,False
PRR12,ENSG00000126464,brake_agonize,Rest,3.4326425,0.0,none,transcription_factor,hard (TF — degrader/PPI),False,,,,not_assessed,False
PRR22,ENSG00000212123,driver_antagonize,Stim8hr,3.506274,0.0,none,,undetermined,False,,,,not_assessed,False
PRR7,ENSG00000131188,driver_antagonize,Stim48hr,3.0558927,0.0,none,,undetermined,False,,,,not_assessed,False
PRRC2A,ENSG00000204469,driver_antagonize,Stim48hr,3.7243476,0.0,none,,undetermined,False,,,,not_assessed,False
PRSS21,ENSG00000007038,driver_antagonize,Stim8hr,4.2823544,0.0,none,,undetermined,False,,,,not_assessed,False
PRXL2A,ENSG00000122378,driver_antagonize,Stim48hr,3.978645,0.0,none,,undetermined,False,,,,not_assessed,False
PSIP1,ENSG00000164985,driver_antagonize,Stim48hr,3.7341955,0.0,none,,undetermined,False,,,,not_assessed,False
PSMB9,ENSG00000240065,brake_agonize,Rest,7.097032,0.608,strong,enzyme,small molecule,True,7.0,APPROVAL;PHASE_2;PHASE_3,4.0,approved_drug_exists,False
PSMD10,ENSG00000101843,driver_antagonize,Rest,3.0929558,0.0,none,,undetermined,False,,,,not_assessed,False
PSMD5,ENSG00000095261,driver_antagonize,Stim8hr,2.7825696,0.420153874492111,moderate,,undetermined,False,,,,not_assessed,False
PSME1,ENSG00000092010,brake_agonize,Rest,5.816512,0.0,none,,undetermined,False,,,,not_assessed,False
PSME3IP1,ENSG00000172775,brake_agonize,Rest,3.601226,0.0,none,,undetermined,False,,,,not_assessed,False
PSMF1,ENSG00000125818,brake_agonize,Stim48hr,4.1555057,0.0,none,,undetermined,False,,,,not_assessed,False
PSRC1,ENSG00000134222,driver_antagonize,Stim48hr,3.029867,0.0,none,,undetermined,False,,,,not_assessed,False
PSTPIP1,ENSG00000140368,brake_agonize,Stim8hr,2.8724747,0.7243723135398559,strong,,undetermined,False,,,,not_assessed,False
PTBP1,ENSG00000011304,driver_antagonize,Stim48hr,3.1065428,0.0,none,,undetermined,False,,,,not_assessed,False
PTBP3,ENSG00000119314,driver_antagonize,Stim48hr,3.0382333,0.0,none,,undetermined,False,,,,not_assessed,False
PTDSS1,ENSG00000156471,driver_antagonize,Stim8hr,2.9804807,0.0,none,,undetermined,False,,,,not_assessed,False
PTER,ENSG00000165983,driver_antagonize,Rest,3.5460877,0.0,none,,undetermined,False,,,,not_assessed,False
PTGES3,ENSG00000110958,driver_antagonize,Stim8hr,3.07843,0.1008705149838391,weak,enzyme,small molecule,True,,,,not_assessed,False
PTGIR,ENSG00000160013,driver_antagonize,Stim8hr,3.9356275,0.4941541794109835,moderate,GPCR,small molecule,True,10.0,APPROVAL;PHASE_3,4.0,approved_drug_exists,False
PTPN2,ENSG00000175354,brake_agonize,Rest,5.0367203,0.8935231135968951,strong,,small molecule,True,0.0,,,novel_undrugged,False
PTPN7,ENSG00000143851,brake_agonize,Rest,3.0659518,0.0,none,,undetermined,False,,,,not_assessed,False
PTPRM,ENSG00000173482,driver_antagonize,Stim48hr,5.0062437,0.0,none,catalytic_receptor,antibody/biologic (surface),True,,,,not_assessed,False
PUS7,ENSG00000091127,brake_agonize,Stim8hr,3.7614892,0.0,none,,undetermined,False,,,,not_assessed,False
PVR,ENSG00000073008,driver_antagonize,Rest,3.202258,0.5111471386706514,strong,,undetermined,False,,,,not_assessed,False
PWWP2B,ENSG00000171813,driver_antagonize,Rest,3.181667,0.0,none,,undetermined,False,,,,not_assessed,False
PXK,ENSG00000168297,driver_antagonize,Stim48hr,3.2069938,0.5956509557059404,strong,kinase,small molecule,True,,,,not_assessed,False
PXMP4,ENSG00000101417,driver_antagonize,Rest,3.4154692,0.0,none,,undetermined,False,,,,not_assessed,False
PYCARD,ENSG00000103490,driver_antagonize,Stim8hr,3.3433077,0.0,none,,undetermined,False,,,,not_assessed,False
PYCR1,ENSG00000183010,driver_antagonize,Stim48hr,4.2927356,0.0,none,,undetermined,False,,,,not_assessed,False
QNG1,ENSG00000165118,brake_agonize,Stim8hr,3.1097825,0.0,none,,undetermined,False,,,,not_assessed,False
QPCT,ENSG00000115828,brake_agonize,Stim8hr,2.876532,0.0,none,enzyme,small molecule,True,,,,not_assessed,False
QSER1,ENSG00000060749,brake_agonize,Stim8hr,3.577966,0.0,none,,undetermined,False,,,,not_assessed,False
QSOX2,ENSG00000165661,driver_antagonize,Stim48hr,3.2381427,0.0,none,,undetermined,False,,,,not_assessed,False
RAB10,ENSG00000084733,driver_antagonize,Stim48hr,3.0050793,0.0,none,,undetermined,False,,,,not_assessed,False
RAB12,ENSG00000206418,driver_antagonize,Stim8hr,3.3963604,0.3835545528747264,moderate,,undetermined,False,,,,not_assessed,False
RAB13,ENSG00000143545,brake_agonize,Stim48hr,3.3883147,0.0,none,,undetermined,False,,,,not_assessed,False
RAB21,ENSG00000080371,driver_antagonize,Stim48hr,2.938629,0.0,none,,undetermined,False,,,,not_assessed,False
RAB22A,ENSG00000124209,driver_antagonize,Stim8hr,3.6600888,0.0,none,,undetermined,False,,,,not_assessed,False
RAB24,ENSG00000169228,driver_antagonize,Stim8hr,4.3560514,0.0,none,,undetermined,False,,,,not_assessed,False
RAB28,ENSG00000157869,brake_agonize,Rest,3.4708498,0.3628127197901791,moderate,,small molecule,True,0.0,,,novel_undrugged,False
RAB33B,ENSG00000172007,driver_antagonize,Stim8hr,2.781943,0.0,none,,undetermined,False,,,,not_assessed,False
RAB34,ENSG00000109113,driver_antagonize,Stim48hr,3.0413454,0.0,none,,undetermined,False,,,,not_assessed,False
RAB39B,ENSG00000155961,brake_agonize,Rest,3.5817735,0.1005681812238545,weak,,small molecule,True,0.0,,,novel_undrugged,False
RAB3A,ENSG00000105649,driver_antagonize,Stim48hr,3.5002263,0.0,none,,undetermined,False,,,,not_assessed,False
RAB3GAP1,ENSG00000115839,brake_agonize,Stim8hr,4.855748,0.0,none,,undetermined,False,,,,not_assessed,False
RAB3GAP2,ENSG00000118873,driver_antagonize,Stim8hr,2.9779742,0.0,none,,undetermined,False,,,,not_assessed,False
RAB5A,ENSG00000144566,driver_antagonize,Stim8hr,2.8694906,0.0,none,,undetermined,False,,,,not_assessed,False
RAB5C,ENSG00000108774,brake_agonize,Stim8hr,2.9319928,0.3342986039994975,moderate,,undetermined,False,,,,not_assessed,False
RAB7A,ENSG00000075785,driver_antagonize,Stim8hr,3.3890471,0.0,none,,undetermined,False,,,,not_assessed,False
RAB9A,ENSG00000123595,driver_antagonize,Stim8hr,2.775632,0.0,none,,undetermined,False,,,,not_assessed,False
RABEP2,ENSG00000177548,brake_agonize,Stim8hr,3.5393093,0.0,none,,undetermined,False,,,,not_assessed,False
RABGAP1,ENSG00000011454,driver_antagonize,Stim48hr,3.6283906,0.0,none,,undetermined,False,,,,not_assessed,False
RABGAP1L,ENSG00000152061,driver_antagonize,Stim8hr,3.3216388,0.1891577413924036,weak,,undetermined,False,,,,not_assessed,False
RAD1,ENSG00000113456,brake_agonize,Stim8hr,3.3870883,0.0,none,,undetermined,False,,,,not_assessed,False
RAD50,ENSG00000113522,driver_antagonize,Stim48hr,2.9258296,0.6585592839793569,strong,,undetermined,False,,,,not_assessed,False
RAD51B,ENSG00000182185,brake_agonize,Rest,3.545432,0.6890976794137071,strong,,small molecule,True,0.0,,,novel_undrugged,False
RAD54B,ENSG00000197275,driver_antagonize,Rest,4.6093726,0.0,none,,undetermined,False,,,,not_assessed,False
RALBP1,ENSG00000017797,brake_agonize,Stim48hr,3.554343,0.0,none,,undetermined,False,,,,not_assessed,False
RAMP1,ENSG00000132329,brake_agonize,Stim48hr,3.432362,0.0,none,,undetermined,False,,,,not_assessed,False
RANBP6,ENSG00000137040,driver_antagonize,Stim48hr,3.1701903,0.6237864591126508,strong,,undetermined,False,,,,not_assessed,False
RAP1GDS1,ENSG00000138698,driver_antagonize,Stim48hr,2.9905312,0.0,none,,undetermined,False,,,,not_assessed,False
RAP2A,ENSG00000125249,driver_antagonize,Stim8hr,2.9917243,0.0,none,,undetermined,False,,,,not_assessed,False
RAP2B,ENSG00000181467,driver_antagonize,Stim8hr,3.2189252,0.0,none,,undetermined,False,,,,not_assessed,False
RASGRP3,ENSG00000152689,driver_antagonize,Stim48hr,3.2958744,0.5343412116896414,strong,,undetermined,False,,,,not_assessed,False
RAVER1,ENSG00000161847,driver_antagonize,Stim8hr,2.723378,0.3453325152016974,moderate,,undetermined,False,,,,not_assessed,False
RAVER2,ENSG00000162437,brake_agonize,Stim8hr,3.0033054,0.6408449459689477,strong,,undetermined,False,,,,not_assessed,False
RB1,ENSG00000139687,driver_antagonize,Stim8hr,3.7427406,0.0,none,,undetermined,False,,,,not_assessed,False
RBCK1,ENSG00000125826,driver_antagonize,Stim48hr,5.470741,0.0,none,transcription_factor,hard (TF — degrader/PPI),False,,,,not_assessed,False
RBFA,ENSG00000101546,brake_agonize,Stim8hr,3.6121056,0.0,none,,undetermined,False,,,,not_assessed,False
RBL1,ENSG00000080839,driver_antagonize,Rest,3.2592568,0.0,none,,undetermined,False,,,,not_assessed,False
RBM15B,ENSG00000259956,driver_antagonize,Stim48hr,2.8932648,0.2087054675786509,weak,,undetermined,False,,,,not_assessed,False
RBM17,ENSG00000134453,driver_antagonize,Rest,3.105416,0.7223634593110823,strong,,undetermined,False,,,,not_assessed,False
RBM26,ENSG00000139746,brake_agonize,Rest,3.5863903,0.4772677227862407,moderate,,undetermined,False,0.0,,,novel_undrugged,False
RBM38,ENSG00000132819,driver_antagonize,Stim8hr,3.0543485,0.0,none,,undetermined,False,,,,not_assessed,False
RBM41,ENSG00000089682,driver_antagonize,Rest,3.0495555,0.0,none,,undetermined,False,,,,not_assessed,False
RBM43,ENSG00000184898,brake_agonize,Stim8hr,3.58027,0.41430928328749,moderate,,undetermined,False,0.0,,,novel_undrugged,False
RBMS1,ENSG00000153250,brake_agonize,Stim48hr,3.2471423,0.0,none,,undetermined,False,,,,not_assessed,False
RBMX2,ENSG00000134597,driver_antagonize,Rest,3.1100137,0.0,none,,undetermined,False,,,,not_assessed,False
RC3H1,ENSG00000135870,driver_antagonize,Stim48hr,3.2208753,0.0,none,,undetermined,False,,,,not_assessed,False
RCBTB1,ENSG00000136144,brake_agonize,Stim8hr,3.542445,0.0,none,,undetermined,False,,,,not_assessed,False
RCN1,ENSG00000049449,driver_antagonize,Stim8hr,4.1974354,0.0,none,,undetermined,False,,,,not_assessed,False
RCOR1,ENSG00000089902,driver_antagonize,Stim8hr,2.930075,0.4919722575924795,moderate,,undetermined,False,,,,not_assessed,False
RDX,ENSG00000137710,brake_agonize,Stim8hr,2.825085,0.0,none,,undetermined,False,,,,not_assessed,False
RELA,ENSG00000173039,driver_antagonize,Stim8hr,3.1186,0.0,none,transcription_factor,hard (TF — degrader/PPI),False,,,,not_assessed,False
RELCH,ENSG00000134444,brake_agonize,Stim8hr,2.7529404,0.0,none,,undetermined,False,,,,not_assessed,False
REPS1,ENSG00000135597,driver_antagonize,Stim8hr,3.0423403,0.4771373593285544,moderate,,undetermined,False,,,,not_assessed,False
REST,ENSG00000084093,brake_agonize,Stim8hr,3.7121525,0.0,none,transcription_factor,hard (TF — degrader/PPI),False,,,,not_assessed,False
RETREG2,ENSG00000144567,driver_antagonize,Stim8hr,2.8249748,0.0,none,,undetermined,False,,,,not_assessed,False
REXO4,ENSG00000148300,driver_antagonize,Stim8hr,3.3405921,0.0,none,transcription_factor,hard (TF — degrader/PPI),False,,,,not_assessed,False
RFNG,ENSG00000169733,driver_antagonize,Stim48hr,3.091624,0.0,none,,undetermined,False,,,,not_assessed,False
RFT1,ENSG00000163933,driver_antagonize,Stim48hr,3.8694675,0.6191407603966973,strong,,antibody/biologic (surface),True,0.0,,,novel_undrugged,False
RFX2,ENSG00000087903,driver_antagonize,Stim8hr,2.8721054,0.0,none,transcription_factor,hard (TF — degrader/PPI),False,,,,not_assessed,False
RGL4,ENSG00000159496,driver_antagonize,Stim8hr,3.2402976,0.0,none,,undetermined,False,,,,not_assessed,False
RGS10,ENSG00000148908,driver_antagonize,Rest,3.1730716,0.0,none,,undetermined,False,,,,not_assessed,False
RGS12,ENSG00000159788,brake_agonize,Stim48hr,3.180782,0.0,none,,undetermined,False,,,,not_assessed,False
RGS2,ENSG00000116741,brake_agonize,Stim8hr,3.640318,0.0,none,,undetermined,False,,,,not_assessed,False
RHBDD3,ENSG00000100263,driver_antagonize,Stim48hr,4.6282687,0.0,none,,undetermined,False,,,,not_assessed,False
RHOBTB2,ENSG00000008853,driver_antagonize,Stim8hr,3.6971083,0.0,none,,undetermined,False,,,,not_assessed,False
RHOF,ENSG00000139725,driver_antagonize,Stim48hr,3.1323726,0.0,none,,undetermined,False,,,,not_assessed,False
RHOG,ENSG00000177105,driver_antagonize,Stim8hr,2.961038,0.0,none,,undetermined,False,,,,not_assessed,False
RHOU,ENSG00000116574,brake_agonize,Stim48hr,3.82069,0.0,none,,undetermined,False,,,,not_assessed,False
RIBC2,ENSG00000128408,brake_agonize,Stim8hr,3.0782843,0.371127877068571,moderate,,undetermined,False,,,,not_assessed,False
RICTOR,ENSG00000164327,driver_antagonize,Stim48hr,3.9950092,0.0,none,,undetermined,False,,,,not_assessed,False
RIDA,ENSG00000132541,brake_agonize,Stim8hr,4.6611214,0.0,none,,undetermined,False,,,,not_assessed,False
RIN3,ENSG00000100599,driver_antagonize,Stim48hr,3.7576928,0.8214808979760357,strong,,undetermined,False,0.0,,,novel_undrugged,False
RIOK3,ENSG00000101782,driver_antagonize,Stim48hr,3.5252898,0.0,none,kinase,small molecule,True,,,,not_assessed,False
RIOX1,ENSG00000170468,brake_agonize,Stim8hr,4.532678,0.0,none,,undetermined,False,,,,not_assessed,False
RIPK3,ENSG00000129465,driver_antagonize,Stim48hr,3.215591,0.0,none,kinase,small molecule,True,,,,not_assessed,False
RMDN1,ENSG00000176623,driver_antagonize,Stim48hr,3.0473945,0.0,none,,undetermined,False,,,,not_assessed,False
RMDN3,ENSG00000137824,driver_antagonize,Stim8hr,3.192721,0.0,none,,undetermined,False,,,,not_assessed,False
RNF10,ENSG00000022840,driver_antagonize,Stim8hr,3.0413897,0.0,none,,undetermined,False,,,,not_assessed,False
RNF115,ENSG00000265491,driver_antagonize,Stim8hr,3.001718,0.0,none,,undetermined,False,,,,not_assessed,False
RNF121,ENSG00000137522,driver_antagonize,Rest,3.762222,0.0,none,,undetermined,False,,,,not_assessed,False
RNF139,ENSG00000170881,brake_agonize,Stim8hr,3.1097379,0.0,none,,undetermined,False,,,,not_assessed,False
RNF141,ENSG00000110315,brake_agonize,Stim8hr,3.44257,0.3863698628487438,moderate,,undetermined,False,0.0,,,novel_undrugged,False
RNF145,ENSG00000145860,driver_antagonize,Stim8hr,3.2153585,0.5204590342528925,strong,,undetermined,False,,,,not_assessed,False
RNF167,ENSG00000108523,driver_antagonize,Stim48hr,4.24764,0.0,none,,undetermined,False,,,,not_assessed,False
RNF185,ENSG00000138942,driver_antagonize,Stim8hr,3.2406583,0.2131755060037087,weak,,undetermined,False,,,,not_assessed,False
RNF19B,ENSG00000116514,driver_antagonize,Stim8hr,4.2174826,0.0,none,,undetermined,False,,,,not_assessed,False
RNF216,ENSG00000011275,driver_antagonize,Stim8hr,3.2136877,0.5290495071104055,strong,,undetermined,False,,,,not_assessed,False
RNF25,ENSG00000163481,driver_antagonize,Stim8hr,4.410849,0.0,none,,undetermined,False,,,,not_assessed,False
RNF32,ENSG00000105982,brake_agonize,Stim8hr,2.7806244,0.0,none,,undetermined,False,,,,not_assessed,False
RNF38,ENSG00000137075,brake_agonize,Stim8hr,2.9555047,0.0,none,,undetermined,False,,,,not_assessed,False
RNFT2,ENSG00000135119,driver_antagonize,Stim8hr,3.8883586,0.0,none,,undetermined,False,,,,not_assessed,False
ROCK2,ENSG00000134318,driver_antagonize,Rest,3.1136527,0.0,none,kinase,small molecule,True,,,,not_assessed,False
ROGDI,ENSG00000067836,driver_antagonize,Stim48hr,3.1547487,0.0,none,,undetermined,False,,,,not_assessed,False
RP9,ENSG00000164610,driver_antagonize,Rest,3.2082212,0.0,none,,undetermined,False,,,,not_assessed,False
RPGRIP1L,ENSG00000103494,driver_antagonize,Stim48hr,3.7116067,0.4134730391942034,moderate,,antibody/biologic (surface),True,0.0,,,novel_undrugged,False
RPIA,ENSG00000153574,driver_antagonize,Stim48hr,3.621566,0.723158491125589,strong,,undetermined,False,0.0,,,novel_undrugged,False
RRAD,ENSG00000166592,driver_antagonize,Stim48hr,3.1270454,0.0,none,,undetermined,False,,,,not_assessed,False
RRP1B,ENSG00000160208,brake_agonize,Stim8hr,2.7953768,0.0,none,,undetermined,False,,,,not_assessed,False
RSBN1L,ENSG00000187257,brake_agonize,Stim8hr,4.466231,0.0,none,,undetermined,False,,,,not_assessed,False
RSPH3,ENSG00000130363,brake_agonize,Stim48hr,3.432927,0.657717894530039,strong,,undetermined,False,0.0,,,novel_undrugged,False
RTN4,ENSG00000115310,driver_antagonize,Stim48hr,3.221816,0.0,none,,undetermined,False,,,,not_assessed,False
RUFY1,ENSG00000176783,driver_antagonize,Stim8hr,3.5447598,0.0,none,,undetermined,False,,,,not_assessed,False
RUNDC1,ENSG00000198863,driver_antagonize,Stim48hr,3.5322616,0.0,none,,undetermined,False,,,,not_assessed,False
RUNX3,ENSG00000020633,brake_agonize,Stim8hr,3.556029,0.8649353884842726,strong,transcription_factor,hard (TF — degrader/PPI),False,0.0,,,novel_undrugged,False
RUSF1,ENSG00000140688,driver_antagonize,Stim48hr,4.0290036,0.0,none,,undetermined,False,,,,not_assessed,False
RWDD2B,ENSG00000156253,brake_agonize,Rest,3.0608733,0.0,none,,undetermined,False,,,,not_assessed,False
RWDD4,ENSG00000182552,brake_agonize,Stim8hr,2.8938112,0.4582156445884637,moderate,,undetermined,False,,,,not_assessed,False
S100A5,ENSG00000196420,brake_agonize,Stim48hr,3.3269587,0.0,none,,undetermined,False,,,,not_assessed,False
SAAL1,ENSG00000166788,brake_agonize,Rest,4.4843845,0.0,none,,undetermined,False,,,,not_assessed,False
SAMTOR,ENSG00000164603,driver_antagonize,Stim48hr,4.1779647,0.0,none,,undetermined,False,,,,not_assessed,False
SARS2,ENSG00000104835,brake_agonize,Rest,3.4556408,0.0,none,,undetermined,False,,,,not_assessed,False
SAV1,ENSG00000151748,driver_antagonize,Stim8hr,4.2969246,0.0,none,,undetermined,False,,,,not_assessed,False
SCAF1,ENSG00000126461,brake_agonize,Stim8hr,3.1821065,0.4063806764912779,moderate,,undetermined,False,,,,not_assessed,False
SCAF4,ENSG00000156304,driver_antagonize,Stim48hr,4.192279,0.0,none,,undetermined,False,,,,not_assessed,False
SCAF8,ENSG00000213079,driver_antagonize,Stim8hr,3.8581636,0.6745807727576008,strong,,undetermined,False,0.0,,,novel_undrugged,False
SCAMP3,ENSG00000116521,driver_antagonize,Stim48hr,4.2166095,0.2344272810660436,weak,,antibody/biologic (surface),True,0.0,,,novel_undrugged,False
SCAND3,ENSG00000232040,brake_agonize,Stim48hr,3.3200355,0.0,none,,undetermined,False,,,,not_assessed,False
SCARB1,ENSG00000073060,brake_agonize,Stim8hr,3.220067,0.0,none,,undetermined,False,,,,not_assessed,False
SEC22A,ENSG00000121542,driver_antagonize,Stim48hr,3.4933748,0.0,none,,undetermined,False,,,,not_assessed,False
SEC22C,ENSG00000093183,driver_antagonize,Stim48hr,3.2418633,0.0,none,,undetermined,False,,,,not_assessed,False
SEC23A,ENSG00000100934,brake_agonize,Rest,5.062163,0.0,none,,undetermined,False,,,,not_assessed,False
SEC31B,ENSG00000075826,driver_antagonize,Stim8hr,3.1629512,0.0,none,,undetermined,False,,,,not_assessed,False
SEC62,ENSG00000008952,driver_antagonize,Stim48hr,3.2066705,0.0,none,,undetermined,False,,,,not_assessed,False
SECTM1,ENSG00000141574,driver_antagonize,Stim8hr,3.2076573,0.0,none,,undetermined,False,,,,not_assessed,False
SELENOH,ENSG00000211450,driver_antagonize,Stim48hr,3.9365785,0.0,none,,undetermined,False,,,,not_assessed,False
SEMA4B,ENSG00000185033,driver_antagonize,Stim48hr,3.6282752,0.0,none,,undetermined,False,,,,not_assessed,False
SEMA4F,ENSG00000135622,driver_antagonize,Stim8hr,2.7896883,0.1900331621831264,weak,,undetermined,False,,,,not_assessed,False
SEPTIN8,ENSG00000164402,brake_agonize,Stim48hr,2.956894,0.7416654167031236,strong,,undetermined,False,,,,not_assessed,False
SERBP1,ENSG00000142864,brake_agonize,Stim8hr,3.3615117,0.1049851013981809,weak,,undetermined,False,,,,not_assessed,False
SERINC1,ENSG00000111897,driver_antagonize,Stim48hr,3.2269301,0.0,none,,undetermined,False,,,,not_assessed,False
SERPINB1,ENSG00000021355,driver_antagonize,Stim8hr,3.3379183,0.0,none,,undetermined,False,,,,not_assessed,False
SERPINH1,ENSG00000149257,driver_antagonize,Stim8hr,4.2297506,0.0,none,,undetermined,False,,,,not_assessed,False
SERTAD1,ENSG00000197019,driver_antagonize,Stim8hr,3.7899487,0.0,none,,undetermined,False,,,,not_assessed,False
SETBP1,ENSG00000152217,driver_antagonize,Stim48hr,3.9833162,0.6885620364530344,strong,transcription_factor,hard (TF — degrader/PPI),False,0.0,,,novel_undrugged,False
