target_gene,rank,integrated_score,causal_component,rwr,intdeg,gold
ASXL1,362,0.4111268182543927,0.4758190327613104,0.00017549633908242127,7,0
RAB39B,363,0.4110955713718365,0.6115444617784711,1.0897540835065486e-05,3,0
PIP4K2B,364,0.4109979199167967,0.905876235049402,0.00011323025037213509,7,0
PHOSPHO2,365,0.4104674986999481,0.904316172646906,1.864571916879473e-05,1,0
MXD1,366,0.4102906916276651,0.903796151846074,0.00010842429192309394,4,0
P2RX7,367,0.4101138845553823,0.9032761310452418,0.0006265653266999592,1,0
ZNF527,368,0.4099370774830993,0.9027561102444098,0.0,0,0
ATG9A,369,0.4097602704108165,0.9022360894435776,0.00012363672486750708,6,0
OFD1,370,0.4095834633385335,0.9017160686427456,5.516067198281409e-05,4,0
TES,371,0.4092298491939678,0.9006760270410816,0.0,0,0
MGAT1,372,0.4090530421216848,0.9001560062402496,1.5851833683361055e-05,3,0
DDRGK1,373,0.4086994279771191,0.8991159646385856,0.0,0,0
PCBP4,374,0.4085226209048362,0.8985959438377535,1.026545750809527e-05,1,0
RIOX1,375,0.4083458138325533,0.8980759230369215,2.7833274717044227e-05,2,0
TBC1D10A,376,0.4081690067602705,0.8975559022360895,2.8194741797868555e-05,3,0
SHCBP1,377,0.4079921996879875,0.8970358814352574,6.63989357483838e-05,1,0
FAM177A1,378,0.4078153926157046,0.8965158606344253,9.137191886048767e-07,1,0
KHDRBS1,379,0.4074617784711389,0.8954758190327613,4.949281694111841e-05,2,0
KRI1,380,0.4072849713988559,0.8949557982319293,1.3648474720594607e-05,3,0
PXK,381,0.4072283080326349,0.3692147685907436,0.00037860725008070326,2,0
CCL3,382,0.4071081643265731,0.8944357774310973,0.012260534571305047,13,0
TCEANC2,383,0.4069313572542902,0.8939157566302652,1.5932138929906648e-05,3,0
HYLS1,384,0.4067545501820073,0.8933957358294332,0.0,0,0
SPHK1,385,0.4064009360374415,0.8923556942277691,0.00044208358123994334,9,0
DARS1,386,0.4062241289651586,0.891835673426937,5.148661239177549e-06,2,0
P3H1,387,0.4060473218928758,0.891315652626105,0.0,0,0
CHCHD6,388,0.4057789495041592,0.4482579303172126,4.0282317439759025e-06,2,0
SYTL3,389,0.40569370774831,0.890275611024441,4.7630802291892275e-06,2,0
NEK3,390,0.405516900676027,0.889755590223609,7.033738745920054e-06,1,0
HMG20A,391,0.4053400936037442,0.8892355694227769,2.782869665619322e-05,1,0
FAAP24,392,0.4049877191440121,0.3946957878315132,9.397980496647268e-06,6,0
HAPLN3,393,0.4049864794591784,0.8881955278211129,0.0,0,0
TMPPE,394,0.404934904136783,0.2371294851794071,1.3393922311694707e-07,1,0
SAAL1,395,0.4048096723868955,0.8876755070202809,0.0,0,0
SPAG7,396,0.4046328653146125,0.8871554862194487,0.0,0,0
HLTF,397,0.4044560582423297,0.8866354654186167,5.25217837086983e-05,6,0
NPAS2,398,0.4043516343883003,0.2251690067602704,6.708877777544594e-05,3,0
NDUFS8,399,0.4042792511700468,0.8861154446177847,6.249842380770278e-05,16,0
RANBP6,400,0.4041764993562601,0.3354134165366614,0.0,0,0
PPIH,401,0.403925637025481,0.8850754030161206,0.00022930570161466148,6,0
RSBN1L,402,0.4037488299531981,0.8845553822152886,0.0,0,0
SLC37A3,403,0.4035720228809152,0.8840353614144566,0.0,0,0
HM13,404,0.4032184087363494,0.8829953198127926,4.883139804869128e-06,1,0
ABTB3,405,0.4030416016640666,0.8824752990119604,0.0,0,0
PPDPF,406,0.4028647945917836,0.8819552782111284,0.0,0,0
TNFRSF10D,407,0.4025111804472179,0.8809152366094644,0.00033493209917548133,1,0
DAPK1,408,0.402334373374935,0.8803952158086323,8.720873365034305e-05,4,0
SYPL1,409,0.4022898671639306,0.4238169526781071,9.628005999171252e-05,2,0
ZBTB7A,410,0.4021575663026521,0.8798751950078003,0.0,0,0
JAK2,411,0.4020970732276509,0.0982839313572542,0.0073842595801079675,33,0
FBXL4,412,0.4016271450858035,0.8783151326053042,8.635830067913692e-06,2,0
KLHL8,413,0.4014503380135205,0.8777951118044722,1.733822103229991e-05,2,0
GZMB,414,0.4013518976456479,0.3582943317732709,0.016123994790538488,37,0
ZNF449,415,0.4012735309412377,0.8772750910036401,0.0,0,0
ORC4,416,0.4010967238689547,0.8767550702028081,6.169321520296139e-05,3,0
ZNF576,417,0.4009199167966719,0.876235049401976,0.0,0,0
PLEKHO2,418,0.400743109724389,0.875715028601144,0.0,0,0
CLCN2,419,0.4005663026521061,0.875195007800312,5.706053505287696e-06,1,0
EML4,420,0.4003894955798232,0.87467498699948,0.0003403287789851282,4,0
ATG12,421,0.4002126885075404,0.874154966198648,0.00028622702219275134,6,0
RNF25,422,0.4000358814352574,0.8736349453978159,0.0,0,0
GRK4,423,0.3998590743629746,0.8731149245969839,5.045828688925302e-06,1,0
MATCAP1,424,0.3996822672906917,0.8725949037961519,0.0,0,0
AHCYL1,425,0.3995054602184087,0.8720748829953198,0.00037655309351567677,3,0
EI24,426,0.3993286531461258,0.8715548621944877,0.0,0,0
APIP,427,0.3991518460738429,0.8710348413936557,1.5960902461878044e-05,2,0
UBQLN4,428,0.3989750390015601,0.8705148205928237,2.2954407360326228e-05,1,0
TPST1,429,0.3987982319292771,0.8699947997919917,0.0,0,0
SLC12A2,430,0.3986214248569943,0.8694747789911597,4.918536246937143e-05,2,0
TMEM205,431,0.3982678107124285,0.8684347373894956,0.0,2,0
SPTY2D1,432,0.3980910036401456,0.8679147165886636,0.0,0,0
KCNK6,433,0.3979141965678627,0.8673946957878315,0.0,1,0
ZFTA,434,0.397560582423297,0.8663546541861674,0.0,0,0
HPS6,435,0.3972069682787312,0.8653146125845034,9.05791171056019e-06,3,0
AFF4,436,0.3970301612064482,0.8647945917836714,8.808317316139396e-05,4,0
AIMP1,437,0.3968236542671929,0.4503380135205408,0.0006496415952514288,3,0
RAB24,438,0.3966765470618825,0.8637545501820073,0.0,0,0
MIA3,439,0.3963229329173167,0.8627145085803433,0.0,2,0
HS3ST3B1,440,0.3961461258450338,0.8621944877795111,2.0513056970117476e-07,2,0
SLC36A4,441,0.3959693187727509,0.8616744669786791,2.3680276411529126e-05,5,0
CCDC106,442,0.3957925117004681,0.8611544461778471,0.0001282668947492133,2,0
TLX2,443,0.3956157046281851,0.8606344253770151,0.0,1,0
KYAT3,444,0.3954388975559023,0.860114404576183,1.3151980322515558e-05,2,0
GPRIN3,445,0.3952620904836193,0.859594383775351,0.0,0,0
FUZ,446,0.3950852834113365,0.859074362974519,8.991668314405014e-07,1,0
IKZF5,447,0.3949084763390536,0.858554342173687,0.0010563566557308891,2,0
EIPR1,448,0.3947316692667706,0.858034321372855,2.7559838842287933e-06,1,0
EPB41L2,449,0.3945548621944878,0.8575143005720229,8.470320326938199e-05,1,0
INO80,450,0.3943780551222048,0.8569942797711908,5.797962875368322e-05,6,0
JUNB,451,0.394201248049922,0.8564742589703588,0.0008088542290804592,5,0
PON2,452,0.3940244409776391,0.8559542381695268,0.0,0,0
IQGAP2,453,0.3936708268330733,0.8549141965678627,2.9961465871191803e-05,3,0
ELP4,454,0.3933172126885075,0.8538741549661987,2.9841481495607367e-05,3,0
CXorf65,455,0.3931404056162247,0.8533541341653667,0.0,0,0
SAV1,456,0.3929635985439417,0.8528341133645346,2.9808220885474218e-05,1,0
OTUD5,457,0.3927867914716589,0.8523140925637025,8.905783714168739e-05,4,0
ZNRF1,458,0.3926099843993759,0.8517940717628705,0.000114380505098218,2,0
NDUFB3,459,0.3924331773270931,0.8512740509620385,3.998330314892551e-05,13,0
TMEM128,460,0.3924215752537339,0.390535621424857,0.0,0,0
PYCR1,461,0.3920795631825273,0.8502340093603744,1.4819427664558558e-05,3,0
CERT1,462,0.3919027561102444,0.8497139885595424,0.0,1,0
C8orf76,463,0.3917259490379616,0.8491939677587104,0.0,1,0
MTRR,464,0.3916038916580481,0.4087363494539781,2.2171888689677672e-05,3,0
PRSS21,465,0.3913723348933958,0.8481539261570463,0.0,0,0
TP53I13,466,0.3911955278211129,0.8476339053562143,3.136599611432977e-07,1,0
TRMU,467,0.3911582879587512,0.2787311492459698,6.586198575075371e-06,3,0
C1orf198,468,0.39101872074883,0.8471138845553822,3.291541368522488e-05,11,0
PECAM1,469,0.390841913676547,0.8465938637545501,0.0012301676187447582,10,0
TUBD1,470,0.3907057519801619,0.140925637025481,0.0,0,0
EHBP1L1,471,0.3906651066042642,0.8460738429537181,0.0,0,0
EIF4E2,472,0.3904882995319813,0.8455538221528861,9.067722089402876e-05,9,0
RAB12,473,0.3904532613382369,0.5070202808112324,2.85662419571511e-06,1,0
BTG2,474,0.3903114924596984,0.8450338013520541,5.308132868421763e-05,4,0
MBIP,475,0.3900204492613873,0.1357254290171607,2.0107608628922018e-07,2,0
RNF216,476,0.3898999795382179,0.3770150806032241,1.265949921607217e-06,2,0
GPS2,477,0.389896589841713,0.1690067602704108,0.00015737557107863503,4,0
PFDN1,478,0.3897810712428497,0.843473738949558,4.561497810873557e-05,4,0
CD200,479,0.3897493290527237,0.2204888195527821,0.00044057994360695524,3,0
GNPDA1,480,0.3896094991082972,0.2683307332293291,6.12207099707095e-05,6,0
DPH3,481,0.3896042641705668,0.842953718148726,3.13946432901844e-05,3,0
IMPDH2,482,0.3894274570982839,0.8424336973478939,0.0008045933617788113,6,0
KLF10,483,0.3893709865420675,0.4877795111804472,0.0009215547405603087,2,0
STK11,484,0.389250650026001,0.8419136765470618,0.0005071789828510438,6,0
LIMD2,485,0.3890738429537182,0.8413936557462298,3.579186246810852e-05,2,0
CTNNBL1,486,0.3888970358814352,0.8408736349453978,1.7522232420260358e-05,1,0
ZNF384,487,0.3887202288091524,0.8403536141445658,5.3844182684503675e-05,2,0
DST,488,0.3886511833022645,0.2724908996359854,2.3909550234408886e-05,3,0
DNAJC8,489,0.3885434217368694,0.8398335933437338,4.2353099207860954e-05,7,0
BEGAIN,490,0.3883666146645866,0.8393135725429017,0.0,0,0
RNF145,491,0.3880300659700955,0.3790951638065523,8.794351334747622e-06,1,0
RNF167,492,0.3880130005200208,0.8382735309412377,0.0,0,0
COG5,493,0.3878361934477379,0.8377535101404057,2.736319773354723e-05,4,0
KCNAB2,494,0.387659386375455,0.8372334893395735,1.7698436047572005e-05,3,0
BTAF1,495,0.3874825793031721,0.8367134685387415,0.0,0,0
SERPINH1,496,0.3873057722308893,0.8361934477379095,3.1647930299903414e-05,1,0
LRRC8D,497,0.3871289651586063,0.8356734269370775,0.0030931699410781067,2,0
DNPH1,498,0.3869521580863235,0.8351534061362454,0.0,0,0
EFCAB13,499,0.3868608962499916,0.4659386375455018,0.0,0,0
PDSS2,500,0.3864217368694748,0.8335933437337494,5.459267987492684e-06,2,0
RNF19B,501,0.3862449297971919,0.8330733229329174,4.3721735302625307e-07,1,0
EIF3L,502,0.386068122724909,0.8325533021320853,0.00011516105417589243,3,0
SH2B3,503,0.3860542578749353,0.0041601664066562,0.0004278804683720662,5,0
XCL1,504,0.385943716971082,0.3426937077483099,0.0027946377760467707,4,0
CLIP1,505,0.3857145085803432,0.8315132605304212,1.3970364609748018e-05,2,0
GYG1,506,0.3855377015080604,0.8309932397295892,0.0,0,0
KRBA2,507,0.3853608944357774,0.8304732189287571,0.0,0,0
RCN1,508,0.3851840873634946,0.8299531981279251,3.531134320608764e-05,2,0
SCAF4,509,0.3850072802912117,0.8294331773270931,1.1449625845904912e-05,3,0
U2AF1L4,510,0.3848304732189287,0.8289131565262611,0.0,1,0
NFE2L2,511,0.3846536661466459,0.828393135725429,0.0007870280580466883,10,0
MCUB,512,0.3843000520020801,0.8273530941237649,1.8196065341338747e-06,3,0
TLE4,513,0.3842747134256067,0.50130005200208,6.735035792554714e-05,2,0
FXYD1,514,0.3841232449297971,0.8268330733229329,0.0,0,0
DXO,515,0.3839464378575143,0.8263130525221009,6.998206742902861e-06,1,0
AOC2,516,0.3837696307852314,0.8257930317212688,1.829143874625112e-05,5,0
FHOD1,517,0.3835928237129485,0.8252730109204368,4.5807056982657156e-05,1,0
SAMTOR,518,0.3834160166406656,0.8247529901196048,9.188472592505315e-06,1,0
TMCO6,519,0.3832392095683828,0.8242329693187728,8.4396295402601e-06,1,0
UNC50,520,0.3830624024960998,0.8237129485179407,8.805265902716916e-07,4,0
TRIM38,521,0.3827087883515341,0.8226729069162767,0.00013900705357070185,2,0
CLSTN3,522,0.3821783671346854,0.8211128445137805,1.0470779731447616e-05,1,0
PLCL2,523,0.3818909184659005,0.0530421216848674,0.0,1,0
PHTF1,524,0.3816745793129099,0.1315652626105044,0.0,0,0
FANCB,525,0.3816479459178367,0.8195527821112845,8.631010770757554e-06,6,0
PSMF1,526,0.3814711388455539,0.8190327613104524,0.0011611521231881874,8,0
CATSPERG,527,0.3809407176287051,0.8174726989079563,6.582620106176682e-07,1,0
ACVR1C,528,0.3805871034841394,0.8164326573062922,0.0,0,0
HIC2,529,0.3804102964118565,0.8159126365054602,0.0,0,0
PVR,530,0.3802858992715023,0.3645345813832553,0.000929433346074015,2,0
PLOD3,531,0.3802334893395736,0.8153926157046282,9.447713913259046e-05,3,0
POR,532,0.379703068122725,0.8138325533021321,2.774119813526979e-05,1,0
ASPH,533,0.3796738991031473,0.3463338533541342,3.2032735826006864e-05,2,0
CUL7,534,0.379526261050442,0.8133125325013001,0.0003406626077827182,14,0
IFT20,535,0.3793494539781591,0.8127925117004681,8.445849417296972e-06,3,0
VAMP1,536,0.3791726469058762,0.8122724908996359,1.2800147593957412e-05,1,0
LAMTOR1,537,0.3789958398335933,0.8117524700988039,0.00020363047089267487,5,0
KAT14,538,0.3788190327613105,0.8112324492979719,4.0978656769738214e-07,2,0
CISD1,539,0.3786543233179951,0.4560582423296931,5.723386910211855e-06,3,0
CAMK1,540,0.3786422256890275,0.8107124284971399,0.0002534220279444515,5,0
JMY,541,0.3782886115444618,0.8096723868954758,3.9822925600221054e-05,1,0
FAHD2A,542,0.3781118044721789,0.8091523660946438,0.0,0,0
APOL6,543,0.377934997399896,0.8086323452938118,0.0,1,0
SVBP,544,0.3777581903276131,0.8081123244929798,0.0,0,0
SLC25A46,545,0.3777463486254499,0.0733229329173166,2.2133060760711297e-06,1,0
TBC1D13,546,0.3774045761830473,0.8070722828913156,9.961765127969111e-05,4,0
B3GALT4,547,0.3772277691107644,0.8065522620904836,0.0,1,0
CTSS,548,0.3771664064246546,0.4971398855954238,0.0027910813510293475,16,0
SOCS7,549,0.3770509620384816,0.8060322412896516,0.0011351233715369425,5,0
IFI27L1,550,0.3768741549661986,0.8055122204888195,0.0,0,0
EMC7,551,0.3766973478939158,0.8049921996879875,0.0,2,0
DOLK,552,0.3765205408216329,0.8044721788871555,4.374410054193389e-06,1,0
ADIPOR2,553,0.37634373374935,0.8039521580863235,0.0,0,0
CCSAP,554,0.3761669266770671,0.8034321372854915,1.8264482428976524e-07,1,0
MTO1,555,0.3759901196047843,0.8029121164846594,1.8313817307746247e-06,2,0
NRP2,556,0.3758133125325013,0.8023920956838273,0.0,0,0
SLC2A6,557,0.3756365054602184,0.8018720748829953,5.7704454045223174e-05,3,0
METTL9,558,0.3751060842433697,0.8003120124804992,4.509165626066704e-06,3,0
MORC2,559,0.3749292771710868,0.7997919916796672,0.0,0,0
SNX19,560,0.374752470098804,0.7992719708788352,7.511689997011427e-06,3,0
SEPTIN8,561,0.374475184033298,0.1440457618304732,0.00013162425634495758,1,0
ZNRF2,562,0.3743988559542382,0.7982319292771711,0.00011796192134333727,3,0
ABRAXAS2,563,0.3742220488819553,0.7977119084763391,9.576615181499501e-05,1,0
DEK,564,0.3740452418096724,0.797191887675507,0.00012470995944458512,3,0
CDKN2AIP,565,0.3736916276651066,0.7961518460738429,6.275825984001274e-05,1,0
SOAT1,566,0.3735148205928237,0.7956318252730109,0.00011953769334902508,4,0
STIP1,567,0.3734333737734117,0.4352574102964118,9.707802405975506e-05,4,0
PIP5K1A,568,0.3731612064482579,0.7945917836713469,0.0001728102316307846,7,0
CCR2,569,0.3730946143566385,0.3827353094123765,0.006620553004265755,14,0
BCORL1,570,0.3729843993759751,0.7940717628705148,1.8647379960672415e-05,1,0
GLRX3,571,0.3728075923036921,0.7935517420696828,0.00021356916669696286,3,0
SNAP47,572,0.3726307852314093,0.7930317212688508,1.578160030499212e-05,5,0
CD3G,573,0.3722771710868435,0.7919916796671866,0.002348035478449069,18,0
LIPA,574,0.3721003640145606,0.7914716588663546,0.00010079962570260278,5,0
AFAP1L2,575,0.3719235569422777,0.7909516380655226,0.0,0,0
F8A1,576,0.3717467498699948,0.7904316172646906,2.1205638066332434e-05,1,0
CDKN2AIPNL,577,0.3715699427977119,0.7899115964638586,0.0,0,0
ARF4,578,0.371393135725429,0.7893915756630265,0.0009024578774490305,8,0
ZNF688,579,0.3712163286531462,0.7888715548621945,0.0,0,0
MTX2,580,0.3710395215808632,0.7883515340613625,5.465766712010072e-05,3,0
CASP8,581,0.3708848376380897,0.2548101924076963,0.0017640492647311877,22,0
CPQ,582,0.3708627145085804,0.7878315132605305,0.0,0,0
HTT,583,0.3708190618718756,0.3203328133125325,0.00026020919860918565,11,0
AMDHD1,584,0.3706859074362974,0.7873114924596983,0.0,0,0
NCOA3,585,0.3705091003640146,0.7867914716588663,0.0009394749187012986,18,0
RUSF1,586,0.3703322932917317,0.7862714508580343,0.0,0,0
CMC2,587,0.3701554862194487,0.7857514300572023,1.8622676226045556e-05,3,0
SNAP23,588,0.3699786791471659,0.7852314092563702,0.00010593045255329787,14,0
CHD2,589,0.3698018720748831,0.7847113884555382,2.341398848393618e-05,1,0
ARHGEF6,590,0.3694482579303172,0.7836713468538742,6.66951149970902e-05,3,0
ATP6V0E1,591,0.3692714508580343,0.7831513260530422,8.424077618847775e-06,4,0
NTPCR,592,0.3690946437857514,0.7826313052522101,2.887661575226964e-05,1,0
PDCD2L,593,0.3689178367134685,0.782111284451378,0.0,0,0
TMEM60,594,0.3687410296411856,0.781591263650546,0.0,1,0
AIMP2,595,0.3685642225689028,0.781071242849714,0.0002552691294587212,3,0
FPGS,596,0.3683874154966198,0.7805512220488819,4.101214627574145e-06,1,0
FKBP15,597,0.368210608424337,0.7800312012480499,3.105024311714521e-06,3,0
KLHL17,598,0.3680338013520541,0.7795111804472179,2.3658684558349915e-07,1,0
ZBTB16,599,0.3678569942797712,0.7789911596463859,0.0013933332760526173,5,0
ZNF700,600,0.3675033801352055,0.7779511180447218,0.0,1,0
OAZ1,601,0.3673265730629225,0.7774310972438897,0.0,0,0
PANX2,602,0.3671497659906396,0.7769110764430577,0.0,0,0
RICTOR,603,0.3669729589183567,0.7763910556422257,0.0003518001871058066,6,0
PRF1,604,0.3666193447737909,0.7753510140405616,0.008972949608580657,10,0
PHLDA3,605,0.3664425377015081,0.7748309932397296,5.0921149946695254e-05,2,0
SLC29A3,606,0.3663446898933792,0.1393655746229849,0.0,1,0
AP1M1,607,0.3662657306292252,0.7743109724388976,0.0001232432598273739,9,0
MSANTD3,608,0.3660889235569423,0.7737909516380655,0.0,0,0
FBH1,609,0.3660227027960152,0.5460218408736349,1.4718425476084356e-05,3,0
SLAMF6,610,0.3654223434541163,0.1970878835153406,0.0014714805919617375,4,0
PEPD,611,0.3653816952678108,0.7717108684347374,0.0,0,0
CUEDC2,612,0.3652048881955278,0.7711908476339053,7.521588491858474e-05,1,0
PRXL2A,613,0.365028081123245,0.7706708268330733,4.183257273687666e-06,2,0
TTC17,614,0.364851274050962,0.7701508060322413,0.0,0,0
ZNF692,615,0.3644976599063963,0.7691107644305772,0.00011425331483254224,3,0
GOPC,616,0.3643208528341133,0.7685907436297452,4.36345642104256e-05,2,0
BBS1,617,0.3641440457618305,0.7680707228289132,0.0001263976359248447,7,0
IL18RAP,618,0.3641411761285786,0.031721268850754,0.009621210630128428,13,0
ZNF146,619,0.3639672386895476,0.7675507020280812,0.0,0,0
MLLT3,620,0.3634368174726989,0.765990639625585,0.00018835480495563002,9,0
STAU1,621,0.363260010400416,0.765470618824753,2.0450792984219934e-05,3,0
SELENOH,622,0.3627295891835674,0.7639105564222569,0.0,0,0
GIMAP4,623,0.3623759750390016,0.7628705148205929,0.00015447957648589232,1,0
L2HGDH,624,0.3621991679667186,0.7623504940197607,0.0,0,0
ZDHHC16,625,0.3620223608944358,0.7618304732189287,0.0,0,0
AFTPH,626,0.3618455538221529,0.7613104524180967,9.178411978257569e-05,7,0
ZNF17,627,0.36166874674987,0.7607904316172647,0.0,2,0
CD9,628,0.3614919396775871,0.7602704108164327,0.0005826925151359301,6,0
GTSE1,629,0.3613151326053043,0.7597503900156006,2.4934208512337207e-05,4,0
CD151,630,0.3612982045121329,0.4196567862714508,0.00015051465396003988,3,0
F11R,631,0.3611383255330213,0.7592303692147686,0.0007442611394694304,5,0
FAM174C,632,0.3609615184607385,0.7587103484139366,0.0,0,0
AHRR,633,0.3607847113884555,0.7581903276131046,0.002659323681399428,3,0
GADD45G,634,0.3607475966448826,0.046801872074883,3.5806319613031295e-05,1,0
COASY,635,0.3604310972438897,0.7571502860114404,4.949418417423501e-05,6,0
HECTD1,636,0.3602542901716069,0.7566302652106084,3.2972110266943405e-05,2,0
ANAPC10,637,0.360077483099324,0.7561102444097764,0.0005374825774603521,14,0
ENO1,638,0.3597238689547582,0.7550702028081123,0.0002738819848823956,17,0
STK36,639,0.3595470618824753,0.7545501820072803,7.725258434934532e-06,2,0
CD46,640,0.3593702548101924,0.7540301612064483,0.00023885810644473006,4,0
ZNF165,641,0.3591934477379095,0.7535101404056163,0.0,0,0
SRD5A1,642,0.3590166406656267,0.7529901196047842,4.129487968887153e-05,1,0
PPP1R3F,643,0.3588398335933437,0.7524700988039521,4.993245064616585e-05,4,0
RNFT2,644,0.3586630265210608,0.7519500780031201,0.0,0,0
ZNF107,645,0.3584862194487779,0.7514300572022881,0.0,0,0
SYNM,646,0.3583094123764951,0.750910036401456,0.0,0,0
HIPK1,647,0.3582968255872298,0.2376495059802392,0.0,0,0
GVQW3,648,0.3581326053042121,0.750390015600624,0.0,0,0
CUL3,649,0.3579557982319293,0.749869994799792,0.0004474124674210583,17,0
ATP5F1E,650,0.3577789911596464,0.74934997399896,2.52111335335096e-05,9,0
SPECC1L,651,0.3576021840873635,0.748829953198128,4.368146172166857e-05,4,0
KMT5C,652,0.3574253770150806,0.7483099323972959,2.061638808899413e-05,2,0
RAVER2,653,0.3573127661619792,0.1825273010920436,1.630748882274929e-05,3,0
EME1,654,0.3572485699427978,0.7477899115964639,1.3075445442451951e-05,7,0
EFHD2,655,0.3570717628705148,0.7472698907956318,0.0,0,0
OCIAD2,656,0.356894955798232,0.7467498699947998,0.0,0,0
NDUFA3,657,0.356718148725949,0.7462298491939677,2.2815810019699808e-05,9,0
HELZ,658,0.3565203146990561,0.2927717108684347,3.866589113658658e-06,1,0
NFAT5,659,0.3563645345813832,0.7451898075923037,0.0001770128163646086,4,0
ATG101,660,0.3561877275091004,0.7446697867914717,0.00010117717741409014,4,0
PDCD5,661,0.356092952938936,0.3208528341133645,6.908034132699398e-05,7,0
EIF4E3,662,0.3560109204368175,0.7441497659906396,6.138375114902015e-05,6,0
ZNF74,663,0.3556573062922517,0.7431097243889756,0.0,0,0
MVB12B,664,0.3554804992199689,0.7425897035881436,1.4467539886129357e-06,1,0
AGPAT2,665,0.3554405846492338,0.4778991159646386,2.451540320319486e-05,4,0
SORL1,666,0.3553036921476859,0.7420696827873114,1.1754168398982777e-05,3,0
PAK2,667,0.3551268850754031,0.7415496619864794,0.000336523692812942,15,0
ANAPC11,668,0.3549500780031201,0.7410296411856474,0.0005255724641945041,12,0
YBX3,669,0.3547732709308372,0.7405096203848154,1.0826992945649928e-06,2,0
DDX3X,670,0.3542428497139886,0.7389495579823193,0.0004964121671773899,17,0
HPF1,671,0.3540660426417056,0.7384295371814873,4.012587103152217e-05,1,0
TMED1,672,0.3538892355694228,0.7379095163806553,9.453018980838994e-06,2,0
C18orf32,673,0.3537124284971398,0.7373894955798231,0.0,1,0
EXPH5,674,0.353535621424857,0.7368694747789911,5.516630591476992e-06,1,0
CLK4,675,0.3533588143525741,0.7363494539781591,0.0,0,0
NDUFB9,676,0.3531820072802912,0.7358294331773271,3.34432054536813e-05,13,0
ANO10,677,0.3530767456457623,0.4711388455538221,0.0,0,0
EP300,678,0.3526515860634425,0.734269370774831,0.0030480325722335466,34,0
NAA16,679,0.3522979719188768,0.733229329173167,9.986964854316227e-07,2,0
CCDC57,680,0.3521211648465939,0.7327093083723349,3.7367379500059817e-06,2,0
JAKMIP2,681,0.351944357774311,0.7321892875715028,0.0,0,0
MGA,682,0.3514139365574623,0.7306292251690067,0.00010421659172676816,6,0
GANAB,683,0.3512371294851794,0.7301092043681747,3.722794838212352e-05,5,0
ZFYVE28,684,0.3510603224128966,0.7295891835673427,0.0,0,0
ZNF768,685,0.3508835153406136,0.7290691627665107,0.0,1,0
LDOC1,686,0.3507067082683308,0.7285491419656787,0.0,0,0
DECR1,687,0.3505299011960479,0.7280291211648466,1.7236989107257557e-05,3,0
EID2B,688,0.350353094123765,0.7275091003640146,1.6241339946011512e-05,1,0
TMEM222,689,0.350176287051482,0.7269890795631825,0.0,1,0
LRR1,690,0.3499994799791991,0.7264690587623505,0.002153901318070313,3,0
ITPRIPL2,691,0.3498226729069163,0.7259490379615184,0.0,0,0
ZNF195,692,0.3496458658346334,0.7254290171606864,0.0,0,0
GTF2H1,693,0.3493774396204718,0.3738949557982319,2.544591797158117e-05,3,0
HSD11B1,694,0.3492922516900676,0.7243889755590224,5.093296175234299e-05,4,0
SLC30A6,695,0.3491154446177847,0.7238689547581904,0.00014038432887900063,3,0
RHOU,696,0.3487618304732189,0.7228289131565263,0.000721792170598445,4,0
ADH5,697,0.348585023400936,0.7223088923556942,2.2275912417476076e-05,4,0
ADA2,698,0.3485194741749205,0.0348413936557462,0.0,0,0
TMEM14A,699,0.3482314092563702,0.7212688507540301,0.0,2,0
CCNB1IP1,700,0.3480546021840874,0.7207488299531981,2.1828162047434764e-06,1,0
MORN4,701,0.3478777951118045,0.7202288091523661,0.0,1,0
CCDC138,702,0.3477009880395216,0.7197087883515341,0.0,0,0
CCNA1,703,0.3475241809672387,0.719188767550702,0.00046958552665988515,18,0
COX6C,704,0.3473473738949558,0.71866874674987,3.755528533314355e-05,13,0
PGRMC2,705,0.3470136115456806,0.3234529381175247,0.0,1,0
ZNF254,706,0.3469937597503901,0.717628705148206,0.0,0,0
KIF3A,707,0.3469872939376136,0.3151326053042121,6.40557955846175e-05,5,0
CRADD,708,0.3468169526781071,0.7171086843473738,5.773817529487906e-05,2,0
STOML1,709,0.3464633385335413,0.7160686427457098,0.0,0,0
PSTPIP1,710,0.3463023336875417,0.0764430577223088,0.00020092174563582103,1,0
C16orf87,711,0.3462865314612585,0.7155486219448778,7.41780665652456e-05,3,0
APBB1,712,0.3461097243889756,0.7150286011440458,8.920411519165786e-05,6,0
LRSAM1,713,0.3459329173166927,0.7145085803432137,6.344743089234591e-05,4,0
TMEM131,714,0.3459057520990538,0.4581383255330213,0.0,0,0
UBR4,715,0.3457561102444098,0.7139885595423817,9.619508832748555e-05,7,0
FIGNL1,716,0.3456115688292323,0.4680187207488299,1.752136649146831e-06,1,0
TMEM101,717,0.3455793031721269,0.7134685387415497,0.0,2,0
ACTG1,718,0.345402496099844,0.7129485179407177,0.0005242556105781366,20,0
LYAR,719,0.3452256890275611,0.7124284971398855,1.407902098138072e-05,4,0
PAQR7,720,0.3450488819552782,0.7119084763390535,0.0,1,0
CDK4,721,0.3448720748829953,0.7113884555382215,0.0011131773637936746,24,0
COQ10A,722,0.3447526719867539,0.4404576183047322,0.0,0,0
ZNF789,723,0.3446952678107124,0.7108684347373895,0.0,1,0
CCDC134,724,0.3445184607384295,0.7103484139365575,0.0,1,0
