perturbation,program_score,emp_z,emp_p,emp_fdr,direction,perturbed_gene
Atp1a1 KD mouse GSE1134 sample 1389,-0.014862491844475946,-0.07111690540853292,0.9433047136667503,0.9998960276301339,driver_antagonize,ATP1A1
Klhl40 KO mouse GSE56570 sample 2831,-0.014862491844475946,-0.05056199975072223,0.9596745438782751,0.9998960276301339,driver_antagonize,KLHL40
PIAS1 Depletion human GSE44024 sample 37,-0.21655685150868853,-1.7468290367036259,0.08066699820006538,0.7647650478707497,driver_antagonize,PIAS1
Fosl1 KO mouse GSE43695 sample 2299,0.48903861704324797,2.8608869636214296,0.00422457646362544,0.10111281371955971,brake_agonize,FOSL1
Pdpn KO mouse GSE62081 sample 2592,-0.07339163777545434,-0.5699347631103977,0.5687219457460508,0.9998960276301339,driver_antagonize,PDPN
YY1 KD human GSE14964 sample 515,-0.014862491844475946,0.42308781376646587,0.6722311931327887,0.9998960276301339,driver_antagonize,YY1
ZFX KD human GSE43021 sample 157,-0.21462989057710563,-1.198493824246924,0.23072482582429543,0.9998960276301339,driver_antagonize,ZFX
FLI1 KD human GSE27524 sample 1612,-0.014862491844475946,-0.00787419015176805,0.9937173701726594,0.9998960276301339,driver_antagonize,FLI1
Nfe2l2 KO mouse GSE18344 sample 961,-0.06399044729980895,-0.1448625193001774,0.8848194194843124,0.9998960276301339,driver_antagonize,NFE2L2
Nfe2l2 KO mouse GSE18344 sample 959,0.11615693449593065,0.7261660702732847,0.467736969403848,0.9998960276301339,brake_agonize,NFE2L2
NR2F2 KD human GSE47438 sample 2217,-0.08092412751549008,-0.7040199991797604,0.4814203190732014,0.9998960276301339,driver_antagonize,NR2F2
Hif1a KO mouse GSE35111 sample 1406,-0.2446314625293863,-1.173581210631654,0.2405628108193143,0.9998960276301339,driver_antagonize,HIF1A
MYC KD human GSE5823 sample 2206,-0.17139712531669912,-0.9347596502240243,0.3499121782385036,0.9998960276301339,driver_antagonize,MYC
Gata3 KO mouse GSE39864 sample 1162,0.9388205529275265,5.952663206122226,2.6381383609542214e-09,5.502402867133091e-07,brake_agonize,GATA3
Cstb KO mouse GSE47516 sample 50,-0.08700863658238879,-0.8510640328265482,0.39473378370429535,0.9998960276301339,driver_antagonize,CSTB
Vdr KO mouse GSE2421 sample 1153,0.024197732680477202,0.22755933243942797,0.8199888384752089,0.9998960276301339,brake_agonize,VDR
TAL1 KD human GSE54075 sample 2565,0.6533553287365728,3.81299069477541,0.00013729528360942352,0.007424115335916976,brake_agonize,TAL1
Pink1 KO mouse GSE60413 sample 2272,-0.15406702442983675,-1.2151693842849105,0.2243014946866303,0.9998960276301339,driver_antagonize,PINK1
ZNF750 KD human GSE38039 sample 2704,0.06810269071932205,0.461137510898885,0.6446999510188154,0.9998960276301339,brake_agonize,ZNF750
Irf8 KO mouse GSE24972 sample 2998,-0.2500452304534106,-1.3555232751884827,0.1752508981466786,0.9998960276301339,driver_antagonize,IRF8
EZR KD human GSE11279 sample 806,-0.5042964709943838,-3.197110325198541,0.0013881182370542458,0.039738286786258806,driver_antagonize,EZR
HSF1 KD human GSE3697 sample 777,-0.014862491844475946,-0.005114358226149929,0.9959193503223087,0.9998960276301339,driver_antagonize,HSF1
Pgr KO mouse GSE39920 sample 3079,-0.014862491844475946,-0.08460744032965878,0.9325734837535613,0.9998960276301339,driver_antagonize,PGR
Sirt3 KO mouse GSE27309 sample 42,-0.08857903359669515,-0.7095911782395595,0.4779576917530649,0.9998960276301339,driver_antagonize,SIRT3
Insm1 KO mouse GSE46139 sample 2298,-0.014862491844475946,-0.15281211343641982,0.8785464447936064,0.9998960276301339,driver_antagonize,INSM1
Nfe2l2 KO mouse GSE18344 sample 2187,-0.014862491844475946,0.040052771491931934,0.9680510544510756,0.9998960276301339,driver_antagonize,NFE2L2
Lrp5 KO mouse GSE32145 sample 2421,-0.014862491844475946,-0.1277792896549877,0.8983236401542967,0.9998960276301339,driver_antagonize,LRP5
Atf6 KO mouse GSE35651 sample 2662,-0.3747918129877441,-2.3306557673734454,0.01977151833195639,0.3113438803918912,driver_antagonize,ATF6
Pou4f1 KO mouse GSE19997 sample 2947,-0.26340425527781586,-1.7814661522762343,0.0748363296475796,0.7478007314839225,driver_antagonize,POU4F1
Wt1 KO mouse GSE15325 sample 2156,-0.014862491844475946,-0.3363537164520553,0.736604147168042,0.9998960276301339,driver_antagonize,WT1
Sox2 KO mouse GSE55738 sample 2990,0.04350249540187757,0.2238500821141582,0.8228739587343927,0.9998960276301339,brake_agonize,SOX2
HSF1 KD human GSE3697 sample 2093,-0.014862491844475946,0.07823294961820615,0.9376427523232918,0.9998960276301339,driver_antagonize,HSF1
Aplp2 KO mouse GSE25926 sample 398,-0.11084069786804983,-0.8033106242931999,0.42179521870806946,0.9998960276301339,driver_antagonize,APLP2
Arhgap5 KD mouse GSE53388 sample 2314,-0.48035534167535265,-3.042336634903576,0.002347492020417488,0.061202470532313084,driver_antagonize,ARHGAP5
Myc KD mouse GSE30323 sample 2609,-0.014862491844475946,-0.09266554559629549,0.9261692698288819,0.9998960276301339,driver_antagonize,MYC
CHEK1 KD human GSE54268 sample 693,-0.014862491844475946,0.07434889320312639,0.9407327735037659,0.9998960276301339,driver_antagonize,CHEK1
Ifnar1 KO mouse GSE3203 sample 879,-0.08110701234545559,-0.47755295358144545,0.6329684227877014,0.9998960276301339,driver_antagonize,IFNAR1
Jun KO mouse GSE27028 sample 1516,0.1319381539307704,0.8188163478837597,0.41289120236080823,0.9998960276301339,brake_agonize,JUN
NOTCH3 KD human GSE27424 sample 1409,-0.08150987400123003,-0.3384826806968578,0.7349994764891367,0.9998960276301339,driver_antagonize,NOTCH3
PTHLH siRNA human GSE4292 sample 465,-0.014862491844475946,-0.6846086361072321,0.49359091594123283,0.9998960276301339,driver_antagonize,PTHLH
Dock8 KO mouse GSE44814 sample 2405,0.42499954461924394,2.709784760729227,0.00673268835630011,0.14394885107510438,brake_agonize,DOCK8
NOTCH3 KD human GSE27424 sample 1410,0.04803638150703839,0.28780311674826925,0.7734974514483487,0.9998960276301339,brake_agonize,NOTCH3
Lmna KO mouse GSE5304 sample 1205,-0.014862491844475946,-0.12190820694999512,0.902971715904449,0.9998960276301339,driver_antagonize,LMNA
IPMK KD human GSE49658 sample 1813,-0.014862491844475946,-0.2086252662782465,0.8347407849276736,0.9998960276301339,driver_antagonize,IPMK
BRAF KD human GSE5481 sample 2751,0.28445885267997667,1.7498967271988448,0.08013613553878156,0.7647650478707497,brake_agonize,BRAF
STAU1 DELETION human GSE6679 sample 83,-0.014862491844475946,-0.06372325016961744,0.949190591409826,0.9998960276301339,driver_antagonize,STAU1
NR1I2 KO human GSE55746 sample 2903,-0.07542535799174485,-0.5384540208529209,0.5902636400415322,0.9998960276301339,driver_antagonize,NR1I2
Trp53 KO mouse GSE40545 sample 1829,0.04103768742854961,0.14560108859345994,0.8842363085710416,0.9998960276301339,brake_agonize,TRP53
SRF KD human GSE22606 sample 2327,0.172840596631762,1.0028923647704373,0.31591279693432817,0.9998960276301339,brake_agonize,SRF
Hdac2 KO mouse GSE54785 sample 2844,-0.27376394461713394,-1.5370408012343681,0.12428331816798131,0.9550191817118564,driver_antagonize,HDAC2
Map3k7 KO mouse GSE51962 sample 2794,-0.014862491844475946,0.04282243768184336,0.9658430777095716,0.9998960276301339,driver_antagonize,MAP3K7
Tmem100 KO mouse GSE57256 sample 3024,-0.09219347466503015,-0.5692395967951726,0.569193552257347,0.9998960276301339,driver_antagonize,TMEM100
Aldh5a1 KO mouse GSE2866 sample 1208,-0.014862491844475946,-0.09122144128530688,0.9273166382992293,0.9998960276301339,driver_antagonize,ALDH5A1
UBR5 DEPLETION human GSE6015 sample 143,-0.014862491844475946,-0.05573138605050743,0.9555557958977794,0.9998960276301339,driver_antagonize,UBR5
Ager KO mouse GSE22873 sample 1125,0.10331584133250131,0.44904160276439914,0.6534016455987097,0.9998960276301339,brake_agonize,AGER
Ahr KO mouse GSE48130 sample 1464,0.16734183235728944,1.5948794476805073,0.11073919637403304,0.9029928556084094,brake_agonize,AHR
MIR30A KD human GSE16569 sample 2697,-0.11084069786804983,-0.9915969693555916,0.3213941682643139,0.9998960276301339,driver_antagonize,MIR30A
Nfe2l2 KO mouse GSE35124 sample 2151,-0.014862491844475946,-0.08200913226834661,0.9346394514200432,0.9998960276301339,driver_antagonize,NFE2L2
TCF12 KD human GSE50588 sample 2789,-0.24952456923413344,-1.5024656469646769,0.13297689348190003,0.9675077052429745,driver_antagonize,TCF12
TGM2 KO human GSE23702 sample 1564,0.09724848056000403,0.42028001958097766,0.6742809043266831,0.9998960276301339,brake_agonize,TGM2
Sfrp5 KO mouse GSE37514 sample 54,0.5641008537072181,3.7127925047257495,0.00020498493907528638,0.009346495547266236,brake_agonize,SFRP5
SP3 KD human GSE50588 sample 2787,0.3740145096195523,2.059081379418422,0.039486443298217294,0.51937123617475,brake_agonize,SP3
LMO3 KD human GSE41712 sample 1785,0.08630500123201107,0.6325251430496898,0.5270437842874645,0.9998960276301339,brake_agonize,LMO3
Sarm1 KO mouse GSE44331 sample 438,-0.014862491844475946,0.013017268266088466,0.9896140159437288,0.9998960276301339,driver_antagonize,SARM1
GSK3B KD human GSE35200 sample 210,-0.014862491844475946,-0.05323951144289555,0.9575410746607413,0.9998960276301339,driver_antagonize,GSK3B
SIN3A KD human GSE35696 sample 826,-0.13660213716370476,-0.5732926050044056,0.5664465916126387,0.9998960276301339,driver_antagonize,SIN3A
Aldh5a1 KO mouse GSE2866 sample 1207,-0.014862491844475946,-0.15336785253509863,0.878108194891476,0.9998960276301339,driver_antagonize,ALDH5A1
Il1rn KO mouse GSE7657 sample 1692,-0.014862491844475946,-0.19355613688529882,0.8465234462728036,0.9998960276301339,driver_antagonize,IL1RN
Dicer1 KO mouse GSE35844 sample 609,-0.014862491844475946,0.05907676081075234,0.9528909684925425,0.9998960276301339,driver_antagonize,DICER1
CMAHP KO mouse GSE59964 sample 2450,0.2831190630941736,1.6131956626798765,0.10670200547583736,0.9004909132642922,brake_agonize,CMAHP
NPTX1 KD human GSE34551 sample 1671,-0.014862491844475946,-0.21312946768353191,0.8312259807455946,0.9998960276301339,driver_antagonize,NPTX1
NR5A2 KD human GSE47803 sample 1819,-0.013562025491740893,-0.0991102620805892,0.9210507242451605,0.9998960276301339,driver_antagonize,NR5A2
MYC KD human GSE54872 sample 1307,-0.08092412751549008,-0.6156286939638628,0.5381396088427526,0.9998960276301339,driver_antagonize,MYC
TGFB1I1 KD human GSE46448 sample 1211,0.10041123017965053,0.6033547154093056,0.546272740847187,0.9998960276301339,brake_agonize,TGFB1I1
E2f3 KD mouse GSE24594 sample 475,-0.014862491844475946,-0.11889179796611396,0.905361079945989,0.9998960276301339,driver_antagonize,E2F3
Sftpc KO mouse GSE35989 sample 75,0.16673769563732838,1.5117904881519566,0.13058716994984854,0.9675077052429745,brake_agonize,SFTPC
BRMS1 KD human GSE62359 sample 2935,0.051199136883951724,0.3212862762082639,0.7479934555733412,0.9998960276301339,brake_agonize,BRMS1
Aplp2 KO mouse GSE25926 sample 563,-0.014862491844475946,-0.025843679255427715,0.9793820224632507,0.9998960276301339,driver_antagonize,APLP2
GSK3B KD human GSE35200 sample 206,0.045700372609479185,0.3591993763470881,0.7194459431411767,0.9998960276301339,brake_agonize,GSK3B
Wfs1 KO mouse GSE15293 sample 1680,-0.11084069786804983,-0.4886037015274483,0.6251222919425892,0.9998960276301339,driver_antagonize,WFS1
Foxo1 KO mouse GSE40655 sample 508,0.6538096932927147,4.162353760606586,3.1498386482177515e-05,0.0017687555486145836,brake_agonize,FOXO1
H6pd KO mouse GSE10347 sample 630,-0.014862491844475946,-0.09655139885302998,0.9230826541827396,0.9998960276301339,driver_antagonize,H6PD
Smarca4 DEPLETION mouse GSE5371 sample 747,-0.014862491844475946,0.20903738718021544,0.8344190525300441,0.9998960276301339,driver_antagonize,SMARCA4
Lhx1 KO mouse GSE7257 sample 325,-0.014862491844475946,-0.184492925826481,0.8536267762794357,0.9998960276301339,driver_antagonize,LHX1
Pmp22 KO mouse GSE1947 sample 944,-0.10851128201466054,-0.8187350620311923,0.41293758771680944,0.9998960276301339,driver_antagonize,PMP22
Ifnar2 KO mouse GSE45632 sample 1139,-0.35234112153888086,-2.4388411058233843,0.014734445405299605,0.2530857681380873,driver_antagonize,IFNAR2
Smarca4 KD mouse GSE31008 sample 1324,-0.04606687773908065,-0.15872878212942124,0.8738825607923362,0.9998960276301339,driver_antagonize,SMARCA4
CHRNA9 KO mouse GSE18567 sample 2365,-0.05338359357450496,-0.4445287694755626,0.6566603335546386,0.9998960276301339,driver_antagonize,CHRNA9
RNF2 KD human GSE24896 sample 2173,-0.15406702442983675,-0.6834407973812968,0.4943283478724524,0.9998960276301339,driver_antagonize,RNF2
PPARGC1A KD human GSE36879 sample 3090,0.09383749791463329,0.7719116543577702,0.4401667542436415,0.9998960276301339,brake_agonize,PPARGC1A
RPS4X KO mouse GSE2260 sample 972,-0.014862491844475946,0.09244061057902125,0.9263479749639616,0.9998960276301339,driver_antagonize,RPS4X
Foxo1 KD mouse GSE6623 sample 505,-0.0860184928169474,-0.7972458224576652,0.4253082783383618,0.9998960276301339,driver_antagonize,FOXO1
Ikbkb KO mouse GSE22223 sample 2779,0.0679850432577289,0.8638564721049019,0.38766674092710085,0.9998960276301339,brake_agonize,IKBKB
Fhl2 KO mouse GSE56860 sample 2902,-0.014862491844475946,-0.03354979070973722,0.9732361609134176,0.9998960276301339,driver_antagonize,FHL2
Runx1 KO mouse GSE2592 sample 973,-0.014862491844475946,-0.2419371603150534,0.808828855536582,0.9998960276301339,driver_antagonize,RUNX1
Nr1i3 KO mouse GSE40120 sample 3066,-0.12356248939282853,-0.7929645305418819,0.4277984883753675,0.9998960276301339,driver_antagonize,NR1I3
GSK3A KD human GSE35200 sample 211,-0.014862491844475946,-0.15705100954508835,0.8752046470596255,0.9998960276301339,driver_antagonize,GSK3A
HMGA2 KD human GSE43741 sample 2854,-0.014862491844475946,-0.35086752237107954,0.7256877377708515,0.9998960276301339,driver_antagonize,HMGA2
Socs3 KO mouse GSE9549 sample 32,-0.014862491844475946,-0.001972813030202216,0.9984259239628993,0.9998960276301339,driver_antagonize,SOCS3
Kdm1a KD mouse GSE25423 sample 3082,0.045700372609479185,0.22601989104301784,0.8211859497823942,0.9998960276301339,brake_agonize,KDM1A
PARP2 KD human GSE43981 sample 703,-0.37729766593441705,-2.381132347630793,0.017259509761353955,0.2799876027952975,driver_antagonize,PARP2
Lmx1b KO mouse GSE10516 sample 84,-0.014862491844475946,0.21957938507675295,0.826198747914911,0.9998960276301339,driver_antagonize,LMX1B
Cbx2 KO mouse GSE29485 sample 381,-0.014862491844475946,0.05015339998898354,0.9600001462084682,0.9998960276301339,driver_antagonize,CBX2
