target_gene,ensembl_id,direction,peak_condition,abs_emp_z,genetics_autoimmune,genetics_tier,primary_class,protein_classes,tractability_tier,suggested_modality,is_druggable,sm_clinical,sm_ligand,sm_pocket,sm_druggable_family,ab_clinical,ab_surface,n_drugs,drug_stages
CKS1B,ENSG00000173207,brake_agonize,Rest,5.03316,0.0,none,,,unknown,undetermined,False,,,,,,,,
CLCN2,ENSG00000114859,driver_antagonize,Rest,4.422169,0.0,none,ion_channel,ion_channel,class_tractable_sm,small molecule,True,,,,,,,,
CLDND2,ENSG00000160318,brake_agonize,Stim8hr,3.1336968,0.0,none,,,unknown,undetermined,False,,,,,,,,
CLIP1,ENSG00000130779,driver_antagonize,Stim8hr,4.2165875,0.0,none,,,unknown,undetermined,False,,,,,,,,
CLIP2,ENSG00000106665,driver_antagonize,Stim48hr,2.898527,0.0,none,,,unknown,undetermined,False,,,,,,,,
CLK4,ENSG00000113240,driver_antagonize,Stim48hr,3.8529742,0.0,none,kinase,kinase,class_tractable_sm,small molecule,True,,,,,,,,
CLPTM1,ENSG00000104853,driver_antagonize,Rest,3.306949,0.0,none,,,unknown,undetermined,False,,,,,,,,
CLSTN3,ENSG00000139182,driver_antagonize,Stim8hr,4.1610236,0.0,none,,,unknown,undetermined,False,,,,,,,,
CMC2,ENSG00000103121,brake_agonize,Stim8hr,4.0232882,0.0,none,,,unknown,undetermined,False,,,,,,,,
CMTM7,ENSG00000153551,driver_antagonize,Stim48hr,3.1177778,0.0,none,,,unknown,undetermined,False,,,,,,,,
CMTR2,ENSG00000180917,brake_agonize,Stim8hr,7.3350034,0.0,none,,,unknown,undetermined,False,False,False,False,False,False,False,0.0,
CNKSR1,ENSG00000142675,driver_antagonize,Rest,3.0707073,0.0,none,,,unknown,undetermined,False,,,,,,,,
CNOT9,ENSG00000144580,brake_agonize,Stim8hr,3.1661925,0.0,none,,,unknown,undetermined,False,,,,,,,,
CNPY4,ENSG00000166997,driver_antagonize,Rest,3.2202682,0.0,none,,,unknown,undetermined,False,,,,,,,,
COA1,ENSG00000106603,driver_antagonize,Stim48hr,3.369011,0.0,none,,,unknown,undetermined,False,,,,,,,,
COASY,ENSG00000068120,brake_agonize,Stim8hr,3.9115872,0.0,none,,,unknown,undetermined,False,,,,,,,,
COG5,ENSG00000164597,driver_antagonize,Stim48hr,4.246793,0.0,none,,,unknown,undetermined,False,,,,,,,,
COMMD10,ENSG00000145781,brake_agonize,Stim8hr,2.907417,0.0,none,,,unknown,undetermined,False,,,,,,,,
COMMD2,ENSG00000114744,driver_antagonize,Stim48hr,3.6107156,0.0,none,,,unknown,undetermined,False,,,,,,,,
COPS7A,ENSG00000111652,driver_antagonize,Stim8hr,3.0350673,0.0,none,,,unknown,undetermined,False,,,,,,,,
COPS7B,ENSG00000144524,driver_antagonize,Rest,3.4519935,0.0,none,,,unknown,undetermined,False,,,,,,,,
COQ10A,ENSG00000135469,driver_antagonize,Rest,3.300561,0.3066569392104833,moderate,,,unknown,undetermined,False,,,,,,,,
CORO1B,ENSG00000172725,brake_agonize,Stim8hr,3.1844645,0.0,none,,,unknown,undetermined,False,,,,,,,,
CORO1C,ENSG00000110880,driver_antagonize,Stim8hr,2.8404973,0.0,none,,,unknown,undetermined,False,,,,,,,,
COTL1,ENSG00000103187,driver_antagonize,Stim8hr,2.8511605,0.0,none,,,unknown,undetermined,False,,,,,,,,
COX10,ENSG00000006695,brake_agonize,Stim8hr,2.8352942,0.5412302614147914,strong,,,unknown,undetermined,False,,,,,,,,
COX14,ENSG00000178449,driver_antagonize,Stim8hr,4.643956,0.0,none,,,unknown,undetermined,False,,,,,,,,
COX6B1,ENSG00000126267,brake_agonize,Stim8hr,4.8330555,0.0,none,,,unknown,undetermined,False,,,,,,,,
COX6C,ENSG00000164919,brake_agonize,Stim8hr,3.8142712,0.0,none,,,unknown,undetermined,False,,,,,,,,
CPEB3,ENSG00000107864,brake_agonize,Rest,5.689386,0.2124829190827174,weak,,,ab_tractable,antibody/biologic (surface),True,False,False,False,False,False,True,0.0,
CPEB4,ENSG00000113742,driver_antagonize,Stim48hr,3.1991775,0.7035711488452003,strong,,,unknown,undetermined,False,,,,,,,,
CPQ,ENSG00000104324,driver_antagonize,Stim8hr,4.033923,0.0,none,enzyme,enzyme,class_tractable_sm,small molecule,True,,,,,,,,
CPSF6,ENSG00000111605,brake_agonize,Stim8hr,3.3451746,0.0,none,,,unknown,undetermined,False,,,,,,,,
CPT2,ENSG00000157184,driver_antagonize,Stim8hr,2.7892587,0.0,none,,,unknown,undetermined,False,,,,,,,,
CRADD,ENSG00000169372,brake_agonize,Stim48hr,3.8074799,0.0,none,,,unknown,undetermined,False,,,,,,,,
CRBN,ENSG00000113851,brake_agonize,Stim8hr,2.9084432,0.0,none,,,unknown,undetermined,False,,,,,,,,
CREBBP,ENSG00000005339,driver_antagonize,Stim8hr,4.6357317,0.652,strong,,,clinical_precedent,small molecule,True,False,True,True,True,False,False,1.0,PHASE_2
CRELD1,ENSG00000163703,driver_antagonize,Rest,3.5135355,0.0,none,,,unknown,undetermined,False,,,,,,,,
CREM,ENSG00000095794,driver_antagonize,Rest,3.2544713,0.761053347858798,strong,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
CRK,ENSG00000167193,driver_antagonize,Stim48hr,2.9548872,0.0,none,,,unknown,undetermined,False,,,,,,,,
CRLF2,ENSG00000205755,driver_antagonize,Stim8hr,3.0596747,0.7766105239538178,strong,catalytic_receptor,catalytic_receptor;cytokine_receptor,class_tractable_sm,antibody/biologic (surface),True,,,,,,,,
CRLS1,ENSG00000088766,driver_antagonize,Stim48hr,2.8868804,0.0,none,,,unknown,undetermined,False,,,,,,,,
CRTAP,ENSG00000170275,driver_antagonize,Stim8hr,2.7969863,0.1480139193329343,weak,,,unknown,undetermined,False,,,,,,,,
CRTC1,ENSG00000105662,brake_agonize,Rest,3.6917646,0.0,none,,,unknown,undetermined,False,,,,,,,,
CRYZL1,ENSG00000205758,brake_agonize,Rest,3.283059,0.0,none,,,unknown,undetermined,False,,,,,,,,
CSNK1G2,ENSG00000133275,driver_antagonize,Stim8hr,2.7441816,0.0,none,enzyme,enzyme,class_tractable_sm,small molecule,True,,,,,,,,
CSRP1,ENSG00000159176,driver_antagonize,Rest,3.2646723,0.0,none,,,unknown,undetermined,False,,,,,,,,
CST7,ENSG00000077984,brake_agonize,Rest,3.3148868,0.0,none,,,unknown,undetermined,False,,,,,,,,
CSTF2T,ENSG00000177613,brake_agonize,Stim8hr,3.7261586,0.0,none,,,unknown,undetermined,False,,,,,,,,
CTBS,ENSG00000117151,driver_antagonize,Stim48hr,3.7196658,0.0,none,,,unknown,undetermined,False,,,,,,,,
CTH,ENSG00000116761,brake_agonize,Rest,6.787947,0.692455750396335,strong,,,sm_tractable,small molecule,True,False,True,True,False,False,False,0.0,
CTNNBL1,ENSG00000132792,brake_agonize,Rest,4.2570314,0.0,none,,,unknown,undetermined,False,,,,,,,,
CTPS1,ENSG00000171793,brake_agonize,Stim8hr,3.581458,0.0,none,,,unknown,undetermined,False,,,,,,,,
CTPS2,ENSG00000047230,driver_antagonize,Rest,3.220546,0.0,none,,,unknown,undetermined,False,,,,,,,,
CTSC,ENSG00000109861,driver_antagonize,Stim48hr,3.0793326,0.0,none,enzyme,enzyme,class_tractable_sm,small molecule,True,,,,,,,,
CTSH,ENSG00000103811,driver_antagonize,Stim8hr,4.1484447,0.8876762584074425,strong,enzyme,enzyme,sm_tractable,small molecule,True,False,True,False,True,False,True,0.0,
